yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,GMM_Cluster,GMM_Max_Probability
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,42,Once a week,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,Once a week,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,24,Once a month,Female,5,0.9999999997524398
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,57,Once a month,Male,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,I hate it!-5,64,Never,Male,2,0.9997479123672843
No,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,63,Once a month,Female,4,1.0
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-1,62,Once a year,Female,5,0.9999999999874412
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,19,Once a week,Female,5,0.9999999997524398
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,22,Every three months,Female,5,0.9999828688197381
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,+1,20,Every three months,Female,1,1.0
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,32,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,22,Every three months,Female,6,0.9999999999995985
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,28,Once a year,Female,2,0.999986387260939
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,+4,47,Once a month,Female,1,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Once a month,Male,4,0.9999997067537126
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,-4,44,Every three months,Male,0,0.9999995690441614
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,27,Once a year,Female,5,0.9999999999999858
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,22,Once a month,Male,7,0.9999742942287393
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,66,Never,Female,7,0.9999999978343652
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,68,Every three months,Male,7,0.9999999978343652
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,59,Never,Male,1,1.0
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,20,Once a month,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,39,Once a week,Female,5,0.9999999997524398
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,24,Every three months,Female,7,0.9999448130082607
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,49,Once a week,Male,4,0.9999997067537126
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,42,Every three months,Male,3,0.9999999991009716
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,20,Every three months,Female,5,0.9999999999999432
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,27,Once a year,Female,3,0.999999999999595
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,22,Never,Female,7,0.9999448130082607
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,26,Once a year,Male,7,0.9999448130082607
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,58,Once a week,Male,6,0.9999999999914913
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,35,Once a year,Male,3,0.999999999999595
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,28,Once a week,Male,7,0.9999999978343652
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,60,Never,Female,7,0.9999742942287393
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,61,Every three months,Female,7,0.9999827456372965
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,59,Once a month,Male,5,0.9999828688197381
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,64,Every three months,Female,7,0.9999742942287393
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,19,Never,Female,0,0.9999999595346488
No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,-2,69,Every three months,Female,4,0.9999999999970335
No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,+2,44,Once a month,Male,7,0.9984423915701612
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,29,Once a week,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,27,Every three months,Male,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,26,Every three months,Male,5,0.9999999999991047
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,59,Once a year,Female,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,40,Once a year,Male,5,0.9999999942662754
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,32,Once a year,Male,5,1.0
No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,-3,49,Every three months,Female,4,0.9999999999999325
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,58,Every three months,Male,6,0.9999974429760854
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Female,6,0.9999999999995985
No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-2,54,Every three months,Male,4,0.9999994830127563
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,31,Once a week,Female,5,0.9999999999999432
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,45,Every three months,Female,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,50,Every three months,Male,4,1.0
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,23,Once a month,Male,5,0.9999999997524398
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-3,45,Once a year,Female,2,0.9999776649436288
No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,+3,30,Once a week,Male,0,0.9999996300413843
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,31,Every three months,Male,5,0.9999999999991047
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+2,40,Every three months,Female,7,0.9999999999087699
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a month,Male,6,0.9999999999995026
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,62,Every three months,Female,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,22,More than once a week,Male,5,0.9999999997524398
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,45,Once a month,Female,6,0.9999999999995026
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,54,Every three months,Female,5,0.9999999837365473
No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,70,Never,Female,3,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,40,Once a month,Male,5,0.9999999999991047
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,43,Every three months,Male,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,43,Once a week,Male,0,0.9999979790412905
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-2,47,Once a year,Female,0,0.9999999595346488
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,29,Once a year,Female,7,0.9999742942287393
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,66,Once a week,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-1,22,Every three months,Male,2,0.999986387260939
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Every three months,Female,6,0.9999999999995026
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,38,Once a month,Male,5,0.9999999997524398
Yes,Yes,No,No,No,No,No,No,No,No,No,-1,54,Every three months,Male,1,1.0
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Once a year,Male,2,0.9999999440098131
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,68,Every three months,Female,7,0.9999742942287393
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,65,Never,Female,7,0.9999954936691536
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,18,Once a month,Female,1,1.0
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,53,Every three months,Female,4,1.0
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,42,Once a month,Female,5,0.9999828688197381
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,30,Once a month,Female,5,0.9999935367592383
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,53,Once a year,Male,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,27,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,23,Once a week,Male,5,0.9999999999999432
No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,40,Once a year,Male,3,0.9999999999682139
Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,60,Every three months,Male,6,0.9999999999947207
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,59,Once a week,Male,2,0.9998026921367879
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,49,Once a month,Male,3,0.999999999999595
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,44,Once a month,Male,2,0.999986387260939
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,62,Never,Male,2,0.9999999440098131
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,37,Once a month,Female,5,0.9999828688197381
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,26,Once a month,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,58,Once a year,Female,7,0.9999999999087699
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Female,0,0.9999999946698397
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,51,Every three months,Female,7,0.9999742942287393
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,60,Once a month,Male,2,0.9997479123672843
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+3,35,Once a month,Female,6,0.9999974429760854
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+2,60,Once a week,Female,5,0.9998067464186979
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,I hate it!-5,65,Once a year,Female,4,0.9999997067537126
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,58,Every three months,Female,4,1.0
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,49,Never,Male,2,0.9999364419893985
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,58,Every three months,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,26,Every three months,Female,1,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,59,Every three months,Male,5,1.0
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,-1,28,Once a month,Female,5,0.9999999999991154
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,24,Every three months,Female,7,0.9999999999063203
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,36,More than once a week,Male,5,0.9999999997524398
No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,I hate it!-5,66,Once a year,Male,7,1.0
No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,58,Every three months,Male,4,0.9999999999996803
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,31,Once a month,Female,7,0.9999999978343652
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,27,More than once a week,Male,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,+4,20,Once a week,Male,5,0.999999999958078
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,37,Once a week,Male,6,0.9999999898062732
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,34,Once a month,Female,5,0.9999682912511245
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,47,Never,Male,2,0.9999364419893985
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,25,Every three months,Female,5,0.9999999999999432
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I hate it!-5,67,Once a year,Male,0,0.9999994851547875
Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,+4,57,Once a month,Female,6,0.999999999999833
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,48,Once a week,Female,5,0.9999682912511245
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Once a month,Female,6,0.9999999999995026
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,38,Every three months,Female,2,0.999986387260939
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,44,Once a year,Male,3,0.9999999991009716
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,47,Once a month,Female,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-4,53,Every three months,Female,1,1.0
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,37,Once a month,Male,6,0.9999999999997016
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Every three months,Male,0,0.999999993779531
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,21,More than once a week,Male,0,0.999999999884948
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,60,Never,Female,3,0.9999999991009716
No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,-2,48,Once a year,Female,0,0.9999999889037935
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-4,38,Once a year,Female,2,0.9998026921367879
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,24,Once a month,Male,5,0.9999999997524398
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+3,26,Once a month,Male,2,0.9998026921367879
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,40,Once a week,Female,5,0.9999999997524398
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,62,Once a month,Male,5,0.9999828688197381
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,26,Every three months,Male,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,65,Once a month,Female,4,1.0
No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,+2,50,Once a month,Male,0,0.9999989665372484
No,No,No,No,No,Yes,Yes,No,No,No,No,0,26,Never,Female,4,1.0
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,44,Every three months,Female,7,0.9999742942287393
No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,48,Once a week,Male,4,0.9999996683857421
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,29,Once a month,Female,2,0.999986387260939
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,60,Once a year,Female,7,0.9999827456372965
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,More than once a week,Male,6,0.9999999999990443
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,37,Once a year,Female,7,0.9999448130082607
Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-3,55,Once a year,Female,5,0.9999999999986056
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,39,Every three months,Female,7,0.9999742942287393
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,55,Once a month,Male,6,0.9999999091818387
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,18,Every three months,Male,5,0.9999999999996625
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,21,Once a week,Female,5,0.9999828688197381
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+2,31,Once a month,Male,6,0.9999999091818387
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,28,Once a month,Female,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,39,Once a month,Male,5,0.9999999997524398
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,51,Every three months,Male,4,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,Once a week,Female,1,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Never,Female,4,0.9999991978184772
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,66,Never,Male,7,0.9999954936691536
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,34,Once a year,Female,7,0.9999448130082607
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,53,Every three months,Female,5,0.9999682912511245
No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,42,Once a year,Male,2,0.9999902517820305
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,38,Every three months,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,29,Once a month,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,57,Every three months,Male,7,0.9999999999063203
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,26,Once a week,Male,6,0.9999999999997051
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,30,Once a week,Female,5,0.9999828688197381
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+1,46,Every three months,Male,4,0.9999999999999218
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,61,Every three months,Male,4,0.9999997067537126
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,39,Once a week,Male,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,62,Every three months,Male,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,+4,43,Once a month,Female,6,0.9999999999997051
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,36,Once a month,Female,5,0.9999999999999432
Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,+3,60,Every three months,Female,1,1.0
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,54,Once a year,Female,4,0.9999997067537126
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,48,Once a week,Male,4,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,20,Once a month,Male,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,27,Once a month,Female,5,0.9999999999999432
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-1,68,Once a month,Female,4,1.0
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,70,Once a month,Male,7,0.9999999978343652
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,28,Once a month,Female,5,0.9999999999999432
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,59,Never,Female,7,0.9999448130082607
No,Yes,No,No,No,Yes,Yes,No,No,No,No,-2,45,Once a year,Male,4,0.9999999999996803
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+2,67,Every three months,Male,6,0.9999999898062732
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+3,26,Once a week,Female,5,0.99999997234567
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Never,Male,2,0.9999999440098131
No,Yes,No,No,No,Yes,Yes,No,No,No,No,+4,55,Once a week,Male,4,0.9999999999996803
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-2,30,Once a year,Female,7,0.9999594009115814
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,33,Once a week,Male,6,0.9999999999869935
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,60,Every three months,Female,4,0.9999997067537126
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,57,Once a month,Female,5,0.9999682912511245
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,44,Once a month,Male,7,0.9999999978343652
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,59,Every three months,Female,5,0.9998067464186979
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,35,Never,Male,2,0.9999364419893985
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,60,Once a year,Male,7,0.9999742942287393
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,I hate it!-5,67,Never,Female,7,1.0
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,29,Once a week,Female,5,0.9999999999999432
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,22,Once a month,Female,5,0.9999999999999432
Yes,No,No,No,No,Yes,No,Yes,No,No,No,+4,54,Once a year,Female,6,1.0
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,21,More than once a week,Female,6,0.9999999091818387
No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,+4,62,Once a month,Female,4,0.9999999999983675
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,53,Never,Male,7,0.9999448130082607
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,37,Once a year,Female,2,0.999986387260939
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Female,1,1.0
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,52,Never,Female,7,0.9999448130082607
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+1,55,Every three months,Male,2,0.9997479123672843
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,32,Once a year,Female,7,0.9999594009115814
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,32,Once a month,Female,3,0.999999999999595
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,47,Every three months,Male,5,0.9999828688197381
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,I hate it!-5,31,Once a year,Male,7,0.9999594009115814
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,55,Once a year,Male,0,0.999999999884948
No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,-4,60,Once a year,Female,0,0.9999999999977218
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,70,Once a week,Male,5,0.9999828688197381
Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+4,49,Once a year,Female,6,0.9999999999999041
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,55,Once a year,Female,5,0.9999999999999432
No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,50,Every three months,Female,2,0.9998441741448123
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,26,Once a month,Male,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,55,Once a year,Male,4,0.9999991978184772
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-3,57,Every three months,Male,0,0.9999999595346488
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,20,Once a month,Female,7,0.9999742942287393
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,46,Once a month,Female,6,0.9999999091818387
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,62,Never,Female,2,0.9999364419893985
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,59,Every three months,Female,7,0.9999448130082607
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,53,Once a month,Female,5,0.9999682912511245
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,57,Every three months,Female,5,0.9999999999999432
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,59,Every three months,Female,5,0.9999682912511245
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,41,Once a month,Male,5,0.9999682912511245
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,36,Once a month,Male,4,0.9999997067537126
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,57,Once a month,Male,5,0.9999682912511245
Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,33,Once a month,Female,6,1.0
No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,+3,38,Once a month,Female,0,0.9999999889037935
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,37,Every three months,Male,7,0.9999999978343652
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+4,25,More than once a week,Male,1,1.0
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,42,Once a week,Male,2,0.9999999999846132
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,55,Every three months,Female,5,0.9999828688197381
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,21,Once a week,Male,7,0.9999742942287393
No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,44,Once a year,Male,3,0.9999999999682139
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+4,41,Once a week,Male,5,0.9999999999991047
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,25,Never,Male,7,0.9999448130082607
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,24,Once a month,Male,5,0.9999999997524398
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+4,61,Every three months,Female,6,0.9999999999995985
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,27,Once a month,Female,5,0.9999999997524398
Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,+1,61,Once a month,Male,1,1.0
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+3,55,Once a month,Female,6,0.9999999999999218
